Name,Disc. Date,mmax,Host Name,R.A.,Dec.,Type
SN2017igf,2017/11/12,15.8,NGC 3901,"11:42:49.672,11:42:49.68,11:42:49.64","+77:22:13.00,+77:22:12.72,+77:22:12.9,+77:22:13.08",Ia
SN2010dv,2010/06/04,17.5,NGC 3903,11:49:03.43,-37:30:59.7,
SN1971C,1971/01/31,15.3,NGC 3904,"11:49:00,11:49:00.400,11:49:00.4,11:49:00.45","-29:17.6,-29:17:35.00,-29:17:35.0,-29:17:36.3",
SN2001E,2001/01/05,15.6,NGC 3905,"11:49:05.00,11:49:04.999","-09:44:10.9,-09:44:10.90",Ia
SN2009ds,2009/04/28,15.29,NGC 3905,"11:49:04.11,11:49:04.025,11:49:04.08","-09:43:44.9,-09:43:44.48,-09:43:44.112",Ia
SN2014V,2014/02/21,18.4,NGC 3905,11:49:06.20,-09:43:33.7,II
SN2013hl,2013/12/13,16.7,NGC 3910,11:50:00.16,+21:20:16.6,Ia
SNhunt276,2015/02/10,17.6,NGC 3910,"11:49:58.9,11:49:58.85,11:49:58.8","+21:19:02,+21:19:01.8,+21:19:01.92",Ia
SN1979B,1979/02/28,12.5,NGC 3913,"11:50:43.4,11:50:43.44,11:50:43.400,11:50:43.40","+55:21:33,+55:21:33.12,+55:21:39.00,+55:21:39.0,+55:21:33.0",Ia
SN1963J,1963/05/18,13,NGC 3913,"11:50:38.29,11:50:38.4,11:50:38.30,11:50:38.299","+55:21:01.2,+55:21:01.44,+55:21:01.5,+55:21:01.30,+55:21:01.3",Ia
SN1974D,1974/03/20,15.5,NGC 3916,"11:50:54,11:50:54.600,11:50:54.6,11:50:55.00","+55:09.1,+55:09:08.00,+55:09:08.0,+55:09:08.4",
SN2018aoz,2018/04/02,12.25,NGC 3923,"11:51:01.830,11:51:01.92","-28:44:38.63,-28:44:38.76",Ia
SN2017ein,2017/05/25,14.42,NGC 3938,"11:52:53.250,11:52:53.28","+44:07:26.20,+44:07:26.04",Ic
SN2005ay,2005/03/27,13.97,NGC 3938,"11:52:48.07,11:52:48","+44:06:18.4,+44:06:18.36",II
SN1964L,1964/12/11,13.45,NGC 3938,"11:52:49.09,11:52:49.2,11:52:49.07,11:52:49.099,11:52:49.10","+44:07:45.4,+44:07:45.48,+44:07:45.1,+44:07:45.41",Ic
SN1961U,1962/01/02,14.15,NGC 3938,"11:52:56.8,11:52:56.88,11:52:47.100,11:52:56.90","+44:09:01,+44:09:01.44,+44:06:00.00,+44:06:00.0,+44:08:59.1",II
SN2018pv,2018/02/03,15.1,NGC 3941,"11:52:55.763,11:52:55.68","+36:59:10.36,+36:59:10.32",Ia
SN2006aa,2006/02/08,16.8,NGC 3947,11:53:19.89,+20:45:18.2,IIn
SN2001P,2001/01/31,17,NGC 3947,"11:53:21.56,11:53:21.559","+20:44:53.3,+20:44:53.30",Ia
SN2013G,2013/01/05,15,NGC 3947,"11:53:21.32,11:53:21.3,11:53:21.322,11:53:21.36","+20:45:10.0,+20:45:10,+20:45:09.97,+20:45:10.08",Ia
SN1972C,1972/01/18,16,NGC 3947,"11:53:23,11:53:23.300,11:53:23.3,11:53:22.36","+20:45.5,+20:45:27.00,+20:45:27.0,+20:45:14.4",
SN2000db,2000/08/06,13.6,NGC 3949,"11:53:39.75,11:53:39.84,11:53:39.751","+47:51:46.6,+47:51:46.44,+47:51:46.40",II
SN2006bp,2006/04/09,14.49,NGC 3953,11:53:55.74,+52:21:09.4,II
SN2001dp,2001/08/12,14.2,NGC 3953,"11:53:45.22,11:53:45.221,11:53:45.2","+52:20:56.8,+52:20:56.80",Ia
SN1997ei,1997/12/23,16.33,NGC 3963,"11:54:59.98,11:55:00,11:54:59.981","+58:29:26.4,+58:29:26.52,+58:29:26.41,+58:29:26.42",Ic
SNhunt266,2014/11/22,18,NGC 3968,"11:55:29.0,11:55:28.98,11:55:29.04","+11:58:34,+11:58:33.9,+11:58:33.96",Candidate
SN2011by,2011/04/26,12.38,NGC 3972,"11:55:45.56,11:55:45.6","+55:19:33.8,+55:19:33.24",Ia
SN2006gs,2006/09/22,17,NGC 3977,11:56:08.50,+55:23:29.8,II
SN1946A,1946/05/01,18,NGC 3977,"11:56:08,11:56:08.300,11:56:08.3","+55:23.5,+55:23:30.00,+55:23:30.0",
SN2003cq,2003/03/30,16.87,NGC 3978,"11:56:14.17,11:56:14.178","+60:31:19.1,+60:31:19.19",Ia
SN2008I,2008/01/15,19.1,NGC 3978,11:56:09.66,+60:31:31.5,II
SN1998aq,1998/04/13,11.7,NGC 3982,"11:56:25.87,11:56:25.68,11:56:25.999,11:56:25.76","+55:07:43.2,+55:07:41.52,+55:07:38.78,+55:07:40.1",Ia
SN2001V,2001/02/19,13.7,NGC 3987,"11:57:24.93,11:57:24.929","+25:12:09.0,+25:12:09.00",Ia
SN1956A,1956/03/08,13.08,NGC 3992,"11:57:43,11:57:35.100,11:57:43.43","+53:22.5,+53:22:00.00,+53:22:00.0,+53:22:19.2",Ia
SN2000ez,2000/11/24,16.8,NGC 3995,"11:57:45.75,11:57:45.751","+32:17:49.1,+32:17:49.09",II
SN1988ac,1988/12/30,16.5,NGC 3995,"11:57:42,11:57:42.600,11:57:42.6,11:57:42.78","+32:17.0,+32:17:02.00,+32:17:02.0,+32:17:04.8",Ib/c?
SN2004aw,2004/03/19,15.8,NGC 3997,11:57:50.24,+25:15:55.1,Ic
SN2003ky,2003/12/08,17.4,NGC 4001,11:58:06.30,+47:19:59.5,II
SN2005J,2005/01/16,16.75,NGC 4012,"11:58:28.54,11:58:28.56","+10:01:09.2,+10:01:09.12",II
SN2004aq,2004/03/02,17.5,NGC 4012,"11:58:27.25,11:58:27.12","+10:01:04.5,+10:01:04.44",II
SN2002hm,2002/11/05,16.9,NGC 4016,11:58:29.58,+27:31:45.1,II
SN2006st,2006/12/18,18.3,NGC 4017,11:58:40.97,+27:27:37.6,II
SN2007an,2007/03/10,17.4,NGC 4017,11:58:43.72,+27:27:01.2,II
SN1996W,1996/04/10,16,NGC 4027,"11:59:28.98,11:59:29.030,11:59:29.03","-19:15:21.9,-19:15:22.00,-19:15:22.0",II
SN2007aa,2007/02/18,14.27,NGC 4030,"12:00:27.69,12:00:27.6,12:00:27.67","-01:04:51.6,-01:04:51.5",II P
SN2007gi,2007/07/31,12.9,NGC 4036,"12:01:23.42,12:01:23.4",+61:53:33.8,Ia
SN2007sr,2007/12/18,12.79,NGC 4038,"12:01:52.80,12:01:52.8","-18:58:21.7,-18:58:21.72",Ia
SN2004gt,2004/12/12,13.8,NGC 4038,12:01:50.37,-18:52:12.7,Ic
SN2013dk,2013/06/22,15.38,NGC 4038,12:01:52.72,-18:52:18.3,Ic
SN1974E,1974/03/21,14,NGC 4038,"12:01:57,12:01:57.300,12:01:57.3,12:01:57.37","-18:52.5,-18:52:30.00,-18:52:30.0,-18:52:46.5",
SN1921A,1921/03/07,16,NGC 4039,"12:01:56,12:01:56.500,12:01:56.5,12:01:54.76","-18:53.1,-18:53:04.00,-18:53:04.0,-18:52:17.5",
SN1994W,1994/07/29,13,NGC 4041,"12:02:10.92,12:02:10.89,12:02:10.930,12:02:10.93","+62:08:32.7,+62:08:32.35,+62:08:32.78,+62:08:32.8,+62:08:32.3",II
SN1985B,1985/01/17,13,NGC 4045,"12:02:44.04,12:02:44.081,12:02:44.08","+01:58:44.8,+01:58:45.26,+01:58:45.52,+01:58:45.5,+01:58:45.3",Ia
SN2003ie,2003/09/19,15,NGC 4051,12:03:18.15,+44:31:34.6,II
SN1983I,1983/05/11,13.4,NGC 4051,"12:03:11,12:03:11.800,12:03:11.8,12:03:11.77","+44:31.2,+44:31:09.00,+44:31:09.0,+44:31:00.6",Ic
SN2010br,2010/04/10,16.8,NGC 4051,"12:03:10.95,12:03:10.96","+44:31:43.1,+44:31:42.8",Ib/c
SN2008bf,2008/03/18,15.56,NGC 4055,12:04:02.90,+20:14:42.6,Ia
SN2005bl,2005/04/14,16.8,NGC 4070,"12:04:12.24,12:04:12.26","+20:24:24.6,+20:24:24.48,+20:24:24.84,+20:24:24.8",Ia Pec
SN2007M,2007/01/14,18.6,NGC 4076,12:04:34.17,+20:11:30.2,Ia
SN2011bc,2011/04/01,14.6,NGC 4076,"12:04:32.94,12:04:32.93","+20:12:11.4,+20:12:11.3",Ia
SN2016brv,2016/04/16,17.2,NGC 4083,"12:05:14.48,12:05:14.4888","+10:36:55.4,+10:36:55.2276",Ia-91bg
SN2009dd,2009/04/13,13.88,NGC 4088,"12:05:34.10,12:05:34.1","+50:32:18.6,+50:32:19.4",II
SN1991G,1991/02/10,14.83,NGC 4088,"12:05:28.85,12:05:28.8,12:05:28.850","+50:32:11.7,+50:32:11.76,+50:32:11.69",II P
SN2018aqh,2018/04/05,16,NGC 4090,12:05:26.670,+20:17:56.82,Ia
SN2014bi,2014/05/31,14,NGC 4096,12:06:02.99,+47:29:33.5,II P
SN1960H,1960/06/18,14.5,NGC 4096,"12:06:07.52,12:06:07.53,12:06:07.519","+47:30:38.1,+47:30:38.4,+47:30:38.20,+47:30:38.2",Ia
SNhunt287,2015/04/25,18,NGC 4098,"12:06:00.8,12:06:00.84,12:06:00.72","+20:36:18,+20:36:18.3,+20:36:18.36",Candidate
SN1995Y,1995/08/28,18,NGC 410,"01:10:59.53,01:10:59.60,01:10:59.599","+33:08:42.2,+33:08:40.7,+33:08:40.70",Ia
SN1975E,1975/05/07,16.7,NGC 4102,"12:06:25,12:06:25.500,12:06:25.5,12:06:25.90","+52:43.1,+52:43:03.00,+52:43:03.0,+52:43:06.6",
SN2016coj,2016/05/28,12.88,NGC 4125,"12:08:06.80,12:08:06.773,12:08:06.72","+65:10:37.9,+65:10:37.84,+65:10:37.92",Ia
SN2018gwo,2018/09/28,16.4,NGC 4128,"12:08:38.910,12:08:38.88,12:08:38.83","+68:46:44.99,+68:46:44.4",Ic
SN2002E,2002/01/16,16.8,NGC 4129,"12:08:52.90,12:08:52.901","-09:02:13.2,-09:02:13.20",II
SN1954aa,1954/04/02,19.9,NGC 4129,"12:08:49,12:08:49.700,12:08:49.7,12:08:49.64","-09:02.3,-09:02:18.00,-09:02:18.0,-09:02:04.3",
SN2014cn,2014/04/24,17.5,NGC 4134,"12:09:11.54,12:09:11.543","+29:10:20.9,+29:10:20.90",II
SN1941C,1941/04/16,16.8,NGC 4136,"12:09:21,12:09:21.300,12:09:21.3,12:09:21.10","+29:54.5,+29:54:30.00,+29:54:30.0,+29:54:32.8",II
SN2009E,2009/01/03,15.98,NGC 4141,12:09:49.56,+58:50:50.3,II P
SN2008X,2008/02/07,17.5,NGC 4141,12:09:48.33,+58:51:01.6,II
SN1963D,1963/01/23,15,NGC 4146,"12:10:20,12:10:20.000,12:10:20.0,12:10:19.66","+26:25.4,+26:25:22.00,+26:25:22.0,+26:25:24.1",Ia
SN2018aoq,2018/04/01,15.3,NGC 4151,"12:10:38.190,12:10:38.16","+39:23:47.00,+39:23:47.76,+39:23:48.12",II
SN2009hq,2009/07/30,15.8,NGC 4152,12:10:38.03,+16:02:21.1,II
SN1974A,1974/01/28,20,NGC 4156,"12:10:47,12:10:47.500,12:10:47.5,12:10:48.65","+39:28.5,+39:28:28.00,+39:28:28.0,+39:28:34.3",
SN2003J,2003/01/11,16,NGC 4157,"12:10:57.72,12:10:57.728","+50:28:31.8,+50:28:31.89",II
SN1937A,1937/02/16,16.2,NGC 4157,"12:11:08,12:11:08.100,12:11:08.1,12:11:08.79","+50:29.7,+50:29:43.00,+50:29:43.0,+50:29:47.4",II
SN1955A,1955/04/14,16,NGC 4157,"12:11:14,12:11:14.400,12:11:14.4,12:11:15.18","+50:29.7,+50:29:41.00,+50:29:41.0,+50:29:45.4",
SN2006dk,2006/06/25,15.7,NGC 4161,12:11:34.35,+57:44:26.3,II
SN2007gw,2007/08/24,15.5,NGC 4161,12:11:34.60,+57:44:15.9,II
SN2001hg,2001/12/04,16.19,NGC 4162,"12:11:53.18,12:11:53.179","+24:06:49.4,+24:06:49.39",II
SN2019edo,2019/04/27,16.14,NGC 4162,"12:11:51.566,12:11:51.6","+24:08:11.67,+24:08:11.76",II
SN1965G,1965/03/23,14,NGC 4162,"12:11:54,12:11:54.000,12:11:54.0,12:11:53.86","+24:06.9,+24:06:56.00,+24:06:56.0,+24:07:01.9",
SN1971G,1971/03/29,13,NGC 4165,"12:12:12.0,12:12:12,12:12:12.200,12:12:12.2,12:12:12.00","+13:14:16,+13:14:16.08,+13:14:22.00,+13:14:22.0,+13:14:16.0",Ia
SN2006az,2006/03/23,16.02,NGC 4172,12:12:14.68,+56:10:45.8,Ia
SN2017iji,2017/11/20,15.2,NGC 4174,"12:12:26.894,12:12:26.88","+29:08:57.15,+29:08:57.12",Ia
SN1963I,1963/05/14,13.93,NGC 4178,"12:12:45.61,12:12:45.610","+10:51:30.8,+10:51:31.0,+10:51:30.82",Ia
SN2014co,2014/06/21,16.8,NGC 418,01:10:36.22,-30:13:37.6,II
SN1968U,1968/10/30,14.5,NGC 4183,"12:13:15,12:13:15.300,12:13:15.3,12:13:15.07","+43:43.5,+43:43:30.00,+43:43:30.0,+43:43:29.8",
SN1982C,1982/02/18,17.5,NGC 4185,"12:13:23,12:13:23.700,12:13:23.7,12:13:24.36","+28:29.5,+28:29:32.00,+28:29:32.0,+28:29:52.7",Ia
SN1966E,1966/07/12,14.8,NGC 4189,"12:13:45.9,12:13:45.84,12:13:45.900,12:13:45.92","+13:24:54,+13:24:53.64,+13:24:55.00,+13:24:55.0,+13:26:05.7",II
SN2002ho,2002/11/05,16.8,NGC 4210,"12:15:17.97,12:15:18.01","+65:58:55.1,+65:58:54.8",Ic
SN1954A,1954/04/10,9.1,NGC 4214,"12:15:45,12:15:45.800,12:15:45.8,12:15:46.09","+36:16.2,+36:16:14.00,+36:16:14.0,+36:16:05.0",Ib
SN2011am,2011/02/27,15.58,NGC 4219,"12:16:26.00,12:16:26.4","-43:19:20.0,-43:19:21.36",Ib
SN2011hp,2011/11/03,15.7,NGC 4219,"12:16:25.47,12:16:25.46",-43:19:46.9,Ic
SN1983O,1983/06/30,14.5,NGC 4220,"12:16:13.20,12:16:13.3,12:16:13.301,12:16:13.30","+47:52:45.2,+47:52:45,+47:52:45.52,+47:52:45.5,+47:52:45.0",
SN2008bn,2008/03/31,16.96,NGC 4226,12:16:25.42,+47:01:40.5,II
SN2002bu,2002/03/28,13.35,NGC 4242,"12:17:37.18,12:17:37.181","+45:38:47.4,+45:38:47.40",IIn
SN1975C,1975/03/15,18,NGC 4246,"12:17:55,12:17:55.200,12:17:55.2,12:17:55.04","+07:10.9,+07:10:56.00,+07:10:56.0,+07:10:51.6",
SN1984U,1984/03/02,18,NGC 4246,"12:18:00,12:18:00.500,12:18:00.5,12:18:00.35","+07:11.0,+07:10:60.00,+07:11:00.0,+07:10:55.6",
SN2014L,2014/01/26,13.08,NGC 4254,"12:18:48.68,12:18:48.72","+14:24:43.5,+14:24:43.4",Ic
SN1986I,1986/05/17,13.85,NGC 4254,"12:18:52.03,12:18:52.04,12:18:52.080,12:18:52.08","+14:24:43.8,+14:24:44.10,+14:24:44.39,+14:24:44.4,+14:24:44.1",II
SN1972Q,1972/12/14,14.93,NGC 4254,"12:18:50,12:18:50.800,12:18:50.8,12:18:50.64","+14:26.7,+14:26:40.00,+14:26:40.0,+14:26:36.3",II
SN1967H,1967/07/01,14.6,NGC 4254,"12:18:55,12:18:47.100,12:18:55.12","+14:24.7,+14:25:00.00,+14:25:00.0,+14:24:40.3",II
SN2014bc,2014/05/19,14.72,NGC 4258,12:18:57.71,+47:18:11.3,II P
SN1981K,1981/11/03,17,NGC 4258,"12:18:59.42,12:18:59.460,12:18:59.46","+47:19:31.0,+47:19:30.75,+47:19:31.12,+47:19:31.1,+47:19:30.7",II
SN2001A,2001/01/01,18.8,NGC 4261,"12:19:23.01,12:19:23.011","+05:49:40.5,+05:49:40.51",Ia
SN1998cj,1998/05/21,17.2,NGC 4263,"12:19:43.30,12:19:43.301","-12:13:41.8,-12:13:41.81",II
SN1936A,1936/01/02,14.4,NGC 4273,"12:19:55.9,12:19:55.92,12:19:56.000,12:19:56.0,12:19:55.96","+05:21:08,+05:21:07.92,+05:21:08.00,+05:21:08.0,+05:21:07.0",II
SN2008N,2008/01/17,18,NGC 4273,12:19:55.78,"+05:20:21.3,+05:19:55.78",II
SN1999ev,1999/11/07,15.2,NGC 4274,"12:19:48.33,12:19:48.20,12:19:48.329,12:19:48.31","+29:37:22.2,+29:37:21.7,+29:37:22.19,+29:37:20.4",II
SN2013ct,2013/05/10,12.2,NGC 428,"01:12:54.92,01:12:54.97","+00:58:45.7,+00:58:47.0",Ia
SN1986E,1986/04/13,13.7,NGC 4302,"12:21:41.19,12:21:41.21,12:21:41.251,12:21:41.25","+14:37:54.8,+14:37:55.02,+14:37:55.31,+14:37:55.3,+14:37:55.0",II
SN2008in,2008/12/26,13.93,NGC 4303,12:22:01.77,+04:28:47.5,II P
SN1999gn,1999/12/17,13.8,NGC 4303,"12:21:57.04,12:21:57.02,12:21:57.019","+04:27:45.7,+04:27:45.6,+04:27:45.61",II P
SN2006ov,2006/11/24,14.52,NGC 4303,12:21:55.30,+04:29:16.7,II
SN1926A,1926/05/09,14.3,NGC 4303,"12:21:54,12:21:54.100,12:21:54.1,12:21:54.15","+04:29.6,+04:29:37.00,+04:29:37.0,+04:29:34.3",II
SN1961I,1961/06/03,13,NGC 4303,"12:22:00.44,12:22:00.45,12:22:00.439","+04:28:13.3,+04:28:13.5,+04:28:13.30",II
SN1964F,1964/06/01,14,NGC 4303,"12:21:52,12:21:53.000,12:21:53.00,12:21:53.02","+04:28.4,+04:28:27.00,+04:28:27.0,+04:28:24.3",II
SN2003bk,2003/02/28,17,NGC 4316,"12:22:42.14,12:22:42.148","+09:20:01.2,+09:20:01.29",II
SN2006X,2006/02/04,12.53,NGC 4321,"12:22:53.93,12:22:54,12:22:54.00,12:22:53.99,12:22:53.92","+15:48:32.0,+15:48:32.04,+15:48:33.12,+15:48:33.1,+15:48:31.2",Ia
SN1979C,1979/04/19,11.6,NGC 4321,"12:22:58.58,12:22:58.63,12:22:58.630","+15:47:52.7,+15:47:51.74,+15:47:51.68,+15:47:51.7",II
SN1901B,1901/03/17,13.5,NGC 4321,"12:22:47.6,12:22:47.000,12:22:47.0,12:22:47.60","+15:49:25,+15:49:26.00,+15:49:26.0,+15:49:25.0",I
SN1914A,1914/03/02,15.7,NGC 4321,"12:22:57.0,12:22:56.300,12:22:56.3,12:22:57.00","+15:47:30,+15:47:31.00,+15:47:31.0,+15:47:30.0",
SN1959E,1959/02/21,17.5,NGC 4321,"12:22:58.90,12:22:58.91,12:22:58.901","+15:49:01.1,+15:49:01.3,+15:49:01.09",I
SN2009an,2009/02/27,14.4,NGC 4332,"12:22:47.40,12:22:47.385,12:22:47.28,12:22:47.4","+65:51:04.0,+65:51:04.60,+65:51:05.04,+65:51:04.5",Ia
SN1955E,1955/05/10,16.3,NGC 4335,"12:23:02,12:22:59.300,12:22:59.3,12:22:59.49","+58:26.3,+58:26:35.00,+58:26:35.0,+58:26:34.1",
SN1977A,1977/01/27,16.2,NGC 4340,"12:23:34,12:23:34.600,12:23:34.6,12:23:34.54","+16:44.2,+16:44:10.00,+16:44:10.0,+16:44:02.1",
SN1996B,1996/01/16,17.5,NGC 4357,"12:23:56.6,12:23:56.600,12:23:56.60","+48:46:41,+48:46:42,+48:46:42.00,+48:46:42.0",II
SN2005kl,2005/11/22,12.9,NGC 4369,12:24:35.68,+39:23:03.5,Ic
SN1991bg,1991/12/03,13.41,NGC 4374,"12:25:03.70,12:25:03.67,12:25:03.710,12:25:03.71,12:15:40.8","+12:52:15.6,+12:52:15.54,+12:52:15.82,+12:52:15.8,+12:52:15.5,+08:14:24",Ia Pec
SN1957B,1957/04/23,12.2,NGC 4374,"12:25:02,12:25:02.700,12:25:02.7,12:25:03.12","+12:54.0,+12:53:58.00,+12:53:58.0,+12:54:00.7",Ia
SN1980I,1980/06/13,14,NGC 4374,"12:25:38.12,12:25:35.06,12:25:38.100,12:25:38.1","+12:53:23.5,+12:53:34.6,+12:53:24.00,+12:53:24.0",Ia
SN1960J,1960/06/18,18.5,NGC 4375,"12:25:03.54,12:25:03.55,12:25:03.550","+28:33:45.1,+28:33:45.3,+28:33:45.22,+28:33:45.2",
SN1960R,1960/12/20,12,NGC 4382,"12:25:24.83,12:25:24.85,12:25:24.840,12:25:24.84","+18:09:19.3,+18:09:19.6,+18:09:19.40,+18:09:19.4",Ia
SN2000de,2000/08/10,16,NGC 4384,"12:25:12.17,12:25:12.24,12:25:12.170,12:25:12.20","+54:30:28.7,+54:30:29.16,+54:30:28.69,+54:30:29.5",Ib
SN2014bv,2014/06/18,13.8,NGC 4386,12:24:30.98,+75:32:08.6,Ia
SN2006di,2006/06/24,16.1,NGC 439,01:13:46.85,-31:44:30.2,Ia
SN1976B,1976/03/28,14.07,NGC 4402,"12:26:12.2,12:26:12.24,12:26:12.300,12:26:12.3,12:26:11.91","+13:06:41,+13:06:41.4,+13:06:46.00,+13:06:46.0,+13:06:44.8",Ib
SN1965A,1965/01/01,16,NGC 4410B,"12:26:30,12:26:20.700,12:26:20.7,12:26:31.15","+09:01.4,+09:01:22.00,+09:01:22.0",I
SN1992ad,1992/07/01,13.77,NGC 4411B,"12:26:49.59,12:26:49.68,12:26:49.630,12:26:49.63","+08:52:38.7,+08:52:38.712,+08:52:38.17,+08:52:38.39,+08:52:38.4,+08:52:38.2",II
SN2013df,2013/06/07,13.74,NGC 4414,12:26:29.33,+31:13:38.3,IIb
SN1974G,1974/04/20,11.8,NGC 4414,"12:26:28,12:26:28.300,12:26:28.3,12:26:29.14","+31:12.4,+31:12:22.00,+31:12:22.0,+31:12:28.4",Ia
SN1984A,1984/01/04,12.1,NGC 4419,"12:26:55.73,12:26:55.71,12:26:55.750,12:26:55.75","+15:03:17.1,+15:03:17.72,+15:03:18.00,+15:03:18.0,+15:03:17.7",Ia
SN2012cc,2012/04/29,15,NGC 4419,12:26:56.81,+15:02:45.5,II
SN2012cg,2012/05/17,11.7,NGC 4424,12:27:12.83,+09:25:13.2,Ia
SN1895A,1895/03/16,12.5,NGC 4424,"12:27:16.9,12:27:17.100,12:27:17.1,12:27:16.90","+09:25:05,+09:25:01.00,+09:25:01.0,+09:25:05.0",
SN2008ce,2008/05/02,17.5,NGC 4428,"12:27:27.69,12:27:27.70","-08:10:05.4,-08:10:05.3",II
SN2010bk,2010/04/04,17.8,NGC 4433,12:27:38.47,-08:16:39.3,II
SN1985G,1985/03/21,14.8,NGC 4451,"12:28:40.4,12:28:40.32,12:28:40.409,12:28:40.41,12:28:40.40","+09:15:40,+09:15:39.96,+09:15:39.82,+09:15:39.8,+09:15:40.0",II
SN1966F,1966/07/15,17.5,NGC 4453,"12:28:47,12:28:47.000,12:28:47.0,12:28:47.32","+06:30.5,+06:30:31.00,+06:30:31.0,+06:30:37.3",
SNhunt377,2018/05/16,20.3,NGC 4454,"12:28:51.620,12:28:51.6",-01:56:05.28,
SN1995S,1995/07/03,17.5,NGC 4456,"12:27:53.30,12:27:53.299","-30:05:55.4,-30:05:55.39",
SN1998bn,1998/04/17,13.7,NGC 4462,"12:29:18.80,12:29:18.88,12:29:18.881","-23:09:50.5,-23:09:49.2,-23:09:49.21",Ia
SN2017jfs,2017/12/26,17.17,NGC 4470,"12:29:37.790,12:29:37.68,12:29:37.78","+07:49:35.18,+07:49:35.184,+07:49:35.1",IIn
SN1969Q,1969/06/12,13,NGC 4472,"12:29:54,12:29:46.500,12:29:46.5,12:29:54.88","+07:59.8,+07:59:58.00,+07:59:58.0,+08:00:01.6",
SN2016ios,2016/11/25,18.05,NGC 4484,"12:28:52.644,12:28:52.56","-11:38:59.71,-11:38:59.64",II
SN1919A,1919/02/24,11,NGC 4486,"12:30:48.7,12:30:48.600,12:30:48.6,12:30:48.70","+12:25:04,+12:25:04.00,+12:25:04.0",I
SN2009N,2009/01/24,15.34,NGC 4487,12:31:09.46,-08:02:56.3,II P
SN2008ax,2008/03/03,12.07,NGC 4490,12:30:40.80,"+41:38:16.1,+41:38:14.5",IIb
SN1982F,1982/02/24,15,NGC 4490,"12:30:38,12:30:38.700,12:30:38.7,12:30:39.53","+41:38.0,+41:37:60.00,+41:38:00.0,+41:38:17.4",II
SN2004br,2004/05/15,15.46,NGC 4493,12:31:07.80,+00:36:47.6,Ia
SN1994M,1994/04/29,16.12,NGC 4493,"12:31:08.61,12:31:08.611","+00:36:19.6,+00:36:19.9,+00:36:19.91",Ia
SN1994S,1994/06/04,14.82,NGC 4495,"12:31:21.85,12:31:21.82,12:31:21.859,12:31:21.86","+29:08:04.0,+29:08:04.19,+29:08:04.20,+29:08:04.2",Ia
SN2010lo,2010/12/15,18.9,NGC 4495,12:31:23.67,+29:07:34.0,
SN2011ca,2011/04/26,16.1,NGC 4495,"12:31:24.94,12:31:24.89","+29:07:50.6,+29:07:50.0",Ic
SN1960F,1960/04/17,10.6,NGC 4496A,"12:31:42.05,12:31:42.06,12:31:42.050","+03:56:47.7,+03:56:47.9,+03:56:47.80,+03:56:47.8",Ia
SN1988M,1988/04/07,,NGC 4496B,"12:31:40.9,12:31:41.04,12:31:40.900,12:31:40.93","+03:55:23,+03:55:23.16,+03:55:21.00,+03:55:21.0,+03:55:22.0",II
SN1999cl,1999/05/29,12.58,NGC 4501,"12:31:56.01,12:31:56.009","+14:25:35.3,+14:25:35.29",Ia
SN1995J,1995/04/04,17.5,NGC 4512,"12:32:38.34,12:32:38.4,12:32:38.340","+63:53:09.2,+63:53:09.24,+63:53:09.20",II
SN2000bk,2000/04/11,0.086,NGC 4520,"12:33:53.94,12:33:53.940","-07:22:42.9,-07:22:42.89",Ia
SN1999gq,1999/12/23,14.3,NGC 4523,"12:33:48.32,12:33:48.319","+15:10:48.2,+15:10:48.22",II
SN1994D,1994/03/07,10.96,NGC 4526,"12:34:02.395,12:34:02.37,12:34:02.450,12:34:02.45","+07:42:05.70,+07:42:04.7,+07:42:04.72",Ia
SN1969E,1969/03/23,16,NGC 4526,"12:34:02,12:34:02.200,12:34:02.2,12:34:02.29","+07:41.5,+07:41:31.00,+07:41:31.0,+07:41:30.1",
SN1991T,1991/04/13,10.93,NGC 4527,"12:34:10.20,12:34:10.08,12:34:10.17,12:34:10.210,12:34:10.21","+02:39:56.4,+02:39:56.52,+02:39:56.35,+02:39:56.59,+02:39:56.6,+02:39:56.3",Ia-91T
SN1915A,1915/03/20,15.5,NGC 4527,"12:34:11,12:34:11.600,12:34:11.6,12:34:10.95","+02:39.0,+02:39:02.00,+02:39:02.0,+02:39:03.5",
SN2004gn,2004/12/01,16.6,NGC 4527,12:34:12.10,+02:39:34.4,Ib
SN1981B,1981/03/02,11.73,NGC 4536,"12:34:29.57,12:34:29.58,12:34:29.500,12:34:29.5","+02:11:59.3,+02:11:59.35,+02:11:59.00,+02:11:59.0",Ia
SN2009do,2009/04/22,16.64,NGC 4537,"12:34:58.35,12:34:58.316,12:34:58.32","+50:51:04.4,+50:51:03.81,+50:51:03.96",Ia
SN2007gq,2007/08/11,16.7,NGC 4541,12:35:11.22,-00:13:21.6,
SN1940D,1940/07/25,15,NGC 4545,"12:34:35,12:34:35.500,12:34:35.5,12:34:32.83","+63:31.8,+63:31:49.00,+63:31:49.0,+63:31:50.3",
SN1941A,1941/02/05,13.14,NGC 4559,"12:35:55,12:35:55.500,12:35:55.5,12:35:55.47","+27:58.0,+27:58:01.00,+27:58:01.0,+27:58:01.3",II
SN1961H,1961/05/02,10.9,NGC 4564,"12:36:27.27,12:36:27.28,12:36:27.300,12:36:27.3","+11:26:24.6,+11:26:24.64,+11:26:23.00,+11:26:23.0",Ia
