Name,Disc. Date,mmax,Host Name,R.A.,Dec.,Type
SN2019cec,2019/03/25,14.97,NGC 5278,"13:41:40.750,13:41:40.8,13:41:40.74","+55:40:10.77,+55:40:10.56,+55:40:10.7",II
SN2001ai,2001/03/28,16.5,NGC 5278,"13:41:39.35,13:41:39.36,13:41:39.37,13:41:39.350","+55:40:05.1,+55:40:05.16,+55:40:05.8,+55:40:05.09",Ib
SN2005dv,2005/09/04,15.67,NGC 5283,13:41:04.45,+67:40:20.3,Ia
SN2016adi,2016/02/03,15.21,NGC 5292,13:47:43.11,-30:55:57.0,Ia
SN2019dok,2019/04/18,18.13,NGC 5293,"13:46:51.771,13:46:51.75","+16:16:53.80,+16:16:53.7",II
SN2009at,2009/03/11,15.25,NGC 5301,13:46:26.68,"+46:06:08.7,+46:06:09.1",II
SNhunt422,2019/06/23,20.9,NGC 5301,13:46:20.448,+46:07:41.52,
SN2003ed,2003/05/03,15,NGC 5303A,"13:47:45.36,13:47:45.38,13:47:45.398","+38:18:20.3,+38:18:20.2,+38:18:21.09",IIb
SN2005al,2005/02/24,15.01,NGC 5304,"13:50:01.497,13:50:0.24,13:50:00.33","-30:34:42.22,-30:34:34.32,-30:34:34.2",Ia
SN1996bk,1996/10/12,13.9,NGC 5308,"13:46:57.98,13:46:57.979","+60:58:12.9,+60:58:12.90",Ia
SN2009ep,2009/05/11,15.5,NGC 5329,13:52:10.64,+02:19:27.1,Ia
SN2003gm,2003/07/06,17,NGC 5334,"13:52:51.72,13:52:51.728","-01:06:39.2,-01:06:39.29",II?
SN1996P,1996/03/25,17,NGC 5335,"13:52:52.61,13:52:52.610","+02:48:30.2,+02:48:30.20",Ia
SN2015da,2015/01/09,15.6,NGC 5337,13:52:24.11,+39:41:28.6,IIn
SN2006E,2006/01/12,13.6,NGC 5338,"13:53:28.65,13:53:28.56,13:53:28.52","+05:12:22.8,+05:12:22.284,+05:12:22.32,+05:12:22.2",Ia
SN2013aj,2013/03/03,14.14,NGC 5339,13:54:00.68,-07:55:43.8,Ia
SN2019ein,2019/05/01,14.05,NGC 5353,"13:53:29.134,13:53:29.04","+40:16:31.40,+40:16:31.44",Ia Pec
SN1963N,1963/06/27,17.7,NGC 536,"01:26:19.36,01:26:19.361","+34:42:05.0,+34:42:04.8,+34:42:05.00",II
SN2010B,2010/01/07,13.36,NGC 5370,"13:54:08.74,13:54:08.7",+60:40:50.4,Ia
SN1994Y,1994/08/19,14.05,NGC 5371,"13:55:36.90,13:55:36.86,13:55:36.910,13:55:36.91","+40:27:53.4,+40:27:53.17,+40:27:53.60,+40:27:53.6,+40:27:53.2",II
SN2003bl,2003/03/02,18.26,NGC 5374,"13:57:30.65,13:57:30.72,13:57:30.658","+06:05:36.4,+06:05:36.384,+06:05:36.49",II P
SN2010do,2010/06/01,16.1,NGC 5374,13:57:28.11,"+06:05:48.5,+06:05:48.3",Ic
SN2016P,2016/01/19,16,NGC 5374,"13:57:31.13,13:57:31.10","+06:05:51.6,+06:05:51.0",Ic
SN1989K,1989/05/04,17.5,NGC 5375,"13:57:00.92,13:57:00.900,13:57:00.9","+29:10:00.3,+29:10:00.26,+29:10:00.00,+29:10:00.0",II
SN1992H,1992/02/11,14.06,NGC 5377,"13:56:22.26,13:56:22.200,13:56:22.2,13:56:20.49","+47:14:27.4,+47:14:27.00,+47:14:27.0,+47:14:25.2",II P
SN1991ak,1991/07/15,15.5,NGC 5378,"13:56:48.60,13:56:48.62,13:56:48.610,13:56:48.61","+37:47:31.5,+37:47:31.7,+37:47:31.60,+37:47:31.6",Ia
SN2005cc,2005/05/19,15.2,NGC 5383,13:57:04.85,+41:50:41.8,Ia-02cx
SN2008gg,2008/10/09,16.3,NGC 539,"01:25:23.04,01:25:23.41","-18:10:20.8,-18:10:20.2",Ia
SN2003bu,2003/03/11,17.2,NGC 5393,"14:00:31.45,14:00:31.458","-28:52:32.7,-28:52:32.79",Ic
SN2000cr,2000/06/25,15.9,NGC 5395,"13:58:38.37,13:58:38.369","+37:26:12.4,+37:26:12.9,+37:26:12.41",Ic
SN1977B,1977/03/18,14,NGC 5406,"14:00:17,14:00:17.700,14:00:17.7,14:00:17.30","+38:54.3,+38:54:20.00,+38:54:20.0,+38:54:32.7",
SN2017dka,2017/04/30,16.31,NGC 5409,"14:01:46.100,14:01:46.08","+09:29:57.40,+09:29:57.336",II
SN2011is,2011/11/21,16,NGC 5409,"14:01:47.00,14:01:47.20","+09:29:50.1,+09:29:45.36",Ia
SN2018ctv,2018/06/21,16.61,NGC 541,"01:25:52.042,01:25:52.03,01:25:52.032","-01:22:01.67,-01:22:01.6,-01:22:01.668",Ia-91bg
SN2014as,2014/04/18,16.3,NGC 5410,14:00:54.49,+40:58:59.6,Ic BL
SN2017ewx,2017/06/19,16.36,NGC 5418,"14:02:16.520,14:02:16.5504,14:02:16.56,14:02:16.52","+07:40:44.21,+07:40:44.3273,+07:40:44.4,+07:40:44.3",Ib
SN2005N,2005/01/19,18.3,NGC 5420,14:04:02.61,-14:37:48.8,Ib/c
SN2011ck,2011/05/12,15.9,NGC 5425,"14:00:46.24,14:00:46.32","+48:26:45.4,+48:26:46.4",II P
SN1991B,1991/01/11,16,NGC 5426,"14:03:24.4,14:03:24.400,14:03:24.20","-06:04:21,-06:04:21.00,-06:04:21.0,-06:04:33.6",Ia
SN2009mz,2009/12/26,14.7,NGC 5426,14:03:24.64,-06:03:31.3,Ia
SN1976D,1976/08/25,14.5,NGC 5427,"14:03:28,14:03:28.200,14:03:28.2,14:03:28.45","-06:01.3,-06:01:19.00,-06:01:19.0,-06:01:15.9",Ia
SN2010gk,2010/07/17,15.5,NGC 5433,14:02:35.94,+32:30:30.7,Ic
SN1998D,1998/01/28,15.6,NGC 5440,"14:02:59.28,14:02:59.280","+34:44:54.3,+34:44:54.31,+34:44:54.37",Ia
SN2001U,2001/02/15,17.3,NGC 5442,"14:04:42.94,14:04:42.941,14:4:42.94","-09:42:29.7,-09:42:29.70",Ia
SN2011bz,2011/04/24,17.4,NGC 5442,"14:04:43.75,14:04:43.8,14:04:44.52,14:04:43.68","-09:43:04.7,-09:43:05,-09:43:16.0,-09:43:04.692",Ia
SN1970G,1970/07/30,11.42,NGC 5457,"14:03:00.83,14:03:00.96,14:03:00.830","+54:14:32.8,+54:14:32.64,+54:14:32.78",II
SN1951H,1951/09/01,17.19,NGC 5457,"14:03:55.30,14:03:55.2,14:03:55.3,14:03:53.400,14:03:53.4","+54:21:41.0,+54:21:41.04,+54:21:41,+54:21:43.00,+54:21:43.0",II
SN1909A,1909/01/26,12.1,NGC 5457,"14:02:03.17,14:02:03.12,14:02:03.1,14:02:02.600,14:02:02.6,14:02:03.10","+54:28:05.9,+54:27:57.96,+54:27:58,+54:27:57.00,+54:27:57.0,+54:27:58.0",II
SN2002cr,2002/05/01,13.8,NGC 5468,"14:06:37.59,14:06:37.589","-05:26:21.9,-05:26:21.91",Ia
SN1999cp,1999/06/18,13.97,NGC 5468,"14:06:31.30,14:06:31.3,14:06:31.301","-05:26:49.0,-05:26:49,-05:26:48.98",Ia
SN2005P,2005/01/21,17.82,NGC 5468,14:06:34.01,-05:27:42.6,Ia-02cx
SN2002ed,2002/07/27,16.5,NGC 5468,"14:06:38.22,14:06:38.220","-05:27:28.0,-05:27:28.01",II P
SN2018dfg,2018/07/10,15.9,NGC 5468,14:06:34.700,-05:27:02.90,II
SN2017iro,2017/11/30,15.5,NGC 5480,14:06:23.110,+50:43:20.20,Ib/c
SN1988L,1988/04/30,16.5,NGC 5480,"14:06:21.9,14:06:21.84,14:06:21.900,14:06:21.93","+50:43:47,+50:43:47.28,+50:43:40.00,+50:43:40.0,+50:43:44.8",Ib
SN1982W,1982/12/14,15,NGC 5485,"14:07:08.96,14:07:08.99,14:07:09.050,14:07:08.9","+55:01:07.4,+55:01:07.39,+55:01:07.79,+55:01:07.0",Ia
SN2004cm,2004/03/24,18.8,NGC 5486,"14:07:24.91,14:07:24.96","+55:06:10.9,+55:06:11.16,+55:06:11.0",II
SN1997cn,1997/05/14,15.8,NGC 5490,"14:09:57.76,14:09:57.761","+17:32:32.3,+17:32:32.32",Ia-91bg
SN2015bo,2015/02/14,16.26,NGC 5490,"14:09:55.12,14:09:55.1,14:09:55.13,14:09:55.2","+17:31:55.5,+17:31:56,+17:31:55.6,+17:31:55.56",Ia
SN2003aq,2003/02/06,18,NGC 5490C,"14:10:07.24,14:10:07.248","+17:37:05.3,+17:37:05.39",II
SN1990M,1990/06/15,13.5,NGC 5493,"14:11:29.38,14:11:29.22,14:11:29.299,14:11:29.30","-05:02:36.9,-05:02:35.87,-05:02:35.99,-05:02:36.0,-05:02:35.9",Ia
SN1961Q,1961/11/30,17.2,NGC 550,"01:26:41.39,01:26:41.40,01:26:41.390","+02:01:32.2,+02:01:31.9,+02:01:32.20",
SN2019igh,2019/06/27,18.75,NGC 5514,"14:13:39.491,14:13:39.49","+07:39:25.38,+07:39:25.3",IIb
SN2009gf,2009/06/15,15.99,NGC 5525,"14:15:37.11,14:15:37.127","+14:16:48.6,+14:16:48.74",Ia
SN2007it,2007/09/13,12,NGC 5530,"14:18:25.63,14:18:25.57","-43:22:53.8,-43:22:54.2,-43:22:54.0",II P
SN2001bq,2001/05/17,14.8,NGC 5534,"14:17:42.06,14:17:42.14,14:17:42.060","-07:25:01.6,-07:25:00.7,-07:25:01.60",II
SN2017mf,2017/01/21,16.22,NGC 5541,"14:16:31.000,14:16:30.96,14:16:31.00","+39:35:12.02,+39:35:10.68",Ia
SN2006cb,2006/05/05,17.5,NGC 5541,14:16:31.80,+39:35:15.9,Ib
SN1984Z,1984/06/01,16.1,NGC 5548,14:17:59.60,+25:08:18.0,II
SN2017epb,2017/06/09,16.27,NGC 5550,"14:18:27.700,14:18:27.6","+12:53:04.78,+12:53:04.2",Ia
SN2004cu,2004/06/24,18.8,NGC 5550,14:18:29.82,+12:53:03.0,
SN2013gn,2013/11/16,15.3,NGC 5557,"14:18:28.50,14:18:28.53","+36:30:24.4,+36:30:24.3",Ia
SN1996aa,1996/05/16,17,NGC 5557,"14:18:25.41,14:18:25.400,14:18:25.4","+36:29:38.7,+36:29:38.70,+36:29:39.00,+36:29:39.0",Ia
SN2001co,2001/06/11,18.5,NGC 5559,"14:19:11.80,14:19:11.801","+24:47:42.9,+24:47:42.90",Ib/Ic (Ca rich)
SN2006ss,2006/12/17,17.6,NGC 5579,"14:20:27.46,14:20:27.36","+35:11:42.7,+35:11:42.72",II
SN2007af,2007/03/01,13.05,NGC 5584,"14:22:21.03,14:22:21.12","-00:23:37.6,-00:23:37.68,-00:23:37.60",Ia
SN1996aq,1996/08/17,15.7,NGC 5584,"14:22:22.72,14:22:22.8,14:22:22.730,14:22:22.73","-00:23:23.8,-00:23:24,-00:23:24.29,-00:23:24.3",Ic
SN2006dy,2006/07/25,14.4,NGC 5587,"14:22:11.45,14:22:11.55","+13:55:14.2,+13:55:13.8",Ia
SN2012es,2012/08/12,15.8,NGC 5597,14:24:29.11,-16:45:39.2,IIb
SN1981E,1981/05/29,17,NGC 5597,"14:24:26,14:24:26.200,14:24:26.2,14:24:26.21","-16:46.1,-16:46:04.00,-16:46:04.0,-16:45:58.9",II
SN2013aq,2013/03/13,16.7,NGC 5604,14:24:42.57,"-03:12:31.0,-03:12:30.9",II P
SN2012ei,2012/08/22,13.2,NGC 5611,"14:24:05.71,14:24:05.76","+33:02:56.5,+33:02:57.2",Ia
SN2004ch,2004/05/28,16,NGC 5612,14:34:06.27,-78:23:09.5,II
SN2018rz,2018/01/24,18,NGC 5618,"14:27:11.440,14:27:11.4624,14:27:11.52,14:27:11.43","-02:16:10.07,-02:16:10.9877,-02:16:11.208,-02:16:11.1",II P
SN2005dp,2005/08/27,14.86,NGC 5630,"14:27:36.62,14:27:36.72","+41:15:15.0,+41:15:15.12",II
SN2006am,2006/02/22,18.5,NGC 5630,"14:27:37.24,14:27:37.2","+41:15:35.4,+41:15:35.28",II
SN1996ah,1996/06/06,18,NGC 5640,"14:20:39.02,14:20:39.019","+80:07:21.0,+80:07:21.00",Ia
SN2013aa,2013/02/13,11.28,NGC 5643,14:32:33.88,-44:13:27.8,Ia
SN2017cbv,2017/03/10,11.5,NGC 5643,14:32:34.420,-44:08:02.74,Ia
SN2018ahq,2018/03/17,17.5,NGC 5644,"14:30:24.910,14:30:24.96",+11:55:57.36,Ia
SN1954B,1954/04/27,12.3,NGC 5668,"14:33:24.09,14:33:24.13,14:33:24.100,14:33:24.1","+04:26:41.6,+04:26:42.41,+04:26:42.00,+04:26:42.0,+04:26:42.4",Ia
SN2004G,2004/01/19,14.14,NGC 5668,"14:33:21.40,14:33:21.36","+04:26:49.5,+04:26:49.56",II
SN1952G,1952/04/18,17.9,NGC 5668,"14:33:23,14:33:23.200,14:33:23.2,14:33:23.03","+04:26.6,+04:26:38.00,+04:26:38.0,+04:26:37.0",
SN2013ab,2013/02/17,13.33,NGC 5669,14:32:44.49,+09:53:12.3,II P
SN2008be,2008/03/12,18.4,NGC 5671,14:27:48.71,+69:41:50.8,II
SN1996cc,1996/12/19,15,NGC 5673,"14:31:28.45,14:31:28.450","+49:57:43.8,+49:57:43.81",II
SN1982D,1982/03/23,18,NGC 5679B,"14:35:04,14:35:04.500,14:35:04.5,14:35:07.46","+05:20.9,+05:20:55.00,+05:20:55.0,+05:21:32.7",II
SN2006dt,2006/07/20,16.8,NGC 5681,14:35:43.11,+08:17:55.8,Ia
SN2005ci,2005/06/10,16.04,NGC 5682,14:34:44.88,"+48:40:19.8,+48:40:19.92",II
SN2002db,2002/05/18,15.5,NGC 5683,"14:34:51.63,14:34:51.631","+48:39:52.9,+48:39:52.88",Ia
SN2017B,2017/01/02,17.7,NGC 5685,"14:36:16.010,14:36:16.08","+29:54:22.60,+29:54:22.68",Ia
SN2017aym,2017/01/13,17.91,NGC 5690,"14:37:41.780,14:37:41.76,14:37:41.78","+02:17:08.45,+02:17:08.448,+02:17:08.4",II P
SN2005bc,2005/04/02,15.54,NGC 5698,"14:37:15.12,14:37:15.05","+38:27:23.04,+38:27:23.1",Ia
SN2010dq,2010/06/03,17.3,NGC 57,00:15:29.70,+17:19:41.0,Ia
SN2011fp,2011/08/29,17.8,NGC 57,00:15:25.61,"+17:19:11.9,+17:19:11.8",Ia
SN2002jo,2002/12/11,16.3,NGC 5708,"14:38:16.42,14:38:16.32","+40:27:14.0,+40:27:14.04",Ia
SN2003dr,2003/04/13,18.3,NGC 5714,"14:38:11.13,14:38:11.138","+46:38:03.4,+46:38:03.49",IIb/Ib/Ic (Ca rich)
SN2009Y,2009/02/01,14.14,NGC 5728,"14:42:23.68,14:42:24.563,14:42:23.76,14:42:24.55,14:42:23.85","-17:14:48.3,-17:14:46.70,-17:14:48.12,-17:14:46.3,-17:14:48.4",Ia
SN2006qp,2006/11/25,17.5,NGC 5735,14:42:30.65,+28:43:25.9,IIb
SN1983P,1983/07/11,13,NGC 5746,"14:44:55,14:44:56.000,14:44:56.0,14:44:56.48","+01:57.2,+01:57:12.00,+01:57:12.0,+01:57:12.2",Ia
SN1986P,1986/07/02,17,NGC 5763,"14:48:58.2,14:48:58.200,14:48:58.16","+12:29:17,+12:29:18.00,+12:29:18.0,+12:29:18.9",Ia?
SN2002ee,2002/07/29,18.4,NGC 5772,"14:51:40.55,14:51:40.550","+40:36:37.3,+40:36:37.30",II
SN2015bb,2015/11/16,16,NGC 5772,"14:51:37.83,14:51:37.00","+40:35:51.4,+40:35:51.0",Ib/c
SN1996ae,1996/05/21,16.5,NGC 5775,"14:53:59.81,14:53:59.810","+03:31:46.3,+03:31:46,+03:31:46.31,+03:31:46.0",II
SN2001dc,2001/05/30,18.3,NGC 5777,"14:51:16.15,14:51:16.21,14:51:16.210","+58:59:02.8,+58:59:03.0,+58:59:03.01",II
SN2003dl,2003/03/31,19.2,NGC 5789,"14:56:36.25,14:56:36.258","+30:14:21.5,+30:14:21.59",
SN2007pk,2007/11/10,14.38,NGC 579,01:31:47.07,+33:36:54.1,II
SN2012P,2012/01/22,15.73,NGC 5806,"14:59:59.12,14:59:59.04","+01:53:24.4,+01:53:25.1",Ib/c
SN2004dg,2004/07/19,16.7,NGC 5806,14:59:58.96,+01:53:25.6,II
SNhunt248,2014/05/21,15.7,NGC 5806,"14:59:59.5,14:59:59.47","+01:54:26,+01:54:26.2",LCH
SN2013hr,2013/12/26,15.9,NGC 5818,14:59:00.85,+49:48:47.6,Ia
SN2008B,2008/01/02,16.33,NGC 5829,15:02:43.65,+23:20:07.8,II
SN2014ac,2014/03/09,16.6,NGC 5837,15:04:40.09,"+12:37:54.0,+12:37:54",Ia
SN2015Z,2015/06/16,17.5,NGC 5837,15:04:40.78,+12:37:43.6,IIn
SN2015bp,2015/03/16,13.64,NGC 5839,"15:05:30.1,15:05:30.07,15:05:30","+01:38:02,+01:38:02.4",Ia
SN1987B,1987/02/24,15,NGC 5850,"15:07:02.92,15:07:02.97,15:07:02.990,15:07:02.99,15:07:02.98","+01:30:12.4,+01:30:13.19,+01:30:13.28,+01:30:13.3,+01:30:13.2",II
SN1980P,1980/03/20,15,NGC 5854,"15:07:47,15:07:47.700,15:07:47.7","+02:34.1,+02:34:08.00,+02:34:08.0",I
SN1950H,1950/03/17,18.1,NGC 5857,"15:07:28,15:07:28.500,15:07:28.5,15:07:28.11","+19:35.5,+19:35:27.00,+19:35:27.0,+19:35:30.5",
SN1955M,1955/05/14,14.5,NGC 5857,"15:07:25,15:07:25.800,15:07:25.8,15:07:25.42","+19:36.2,+19:36:14.00,+19:36:14.0,+19:36:17.5",
SN2017erp,2017/06/13,13.42,NGC 5861,"15:09:14.803,15:09:14.88,15:09:14.81","-11:20:02.76,-11:20:03.12,-11:20:02.8",Ia
SN1971D,1971/02/24,15.5,NGC 5861,"15:09:18,15:09:18.700,15:09:18.7,15:09:18.32","-11:19.4,-11:19:22.00,-11:19:22.0,-11:19:15.6",
SN2019qsc,2019/09/23,18.54,NGC 5862,"15:06:03.065,15:06:03.12","+55:34:23.00,+55:34:23.16",Ia
SN1999A,1999/01/10,18.2,NGC 5874,"15:07:55.28,15:07:55.279","+54:45:40.0,+54:45:40.00",II
SN1988H,1988/03/03,15.5,NGC 5878,"15:13:44,15:13:44.100,15:13:44.1,15:13:44.24","-14:15.3,-14:15:21.00,-14:15:21.0,-14:15:16.2",II
SN1954C,1954/09/27,14.9,NGC 5879,"15:09:45,15:09:45.500,15:09:45.5,15:09:45.06","+57:00.1,+57:00:03.00,+57:00:03.0,+56:59:49.7",II
SN2007Q,2007/01/03,17.49,NGC 5888,15:13:08.07,+41:15:40.1,II
SN2018lev,2018/12/29,18.77,NGC 5888,"15:13:08.170,15:13:08.16",+41:15:49.32,II
SN2010fv,2010/07/01,19.8,NGC 5888,15:13:06.52,+41:16:05.5,II
SN0304,2003/04/17,17.3,NGC 5900,"15:15:06.97,15:15:06.978","+42:12:19.3,+42:12:19.39",
SN1963O,1963/08/17,16,NGC 5905,"15:15:16.03,15:15:16.05,15:15:16.030","+55:30:52.9,+55:30:53.1,+55:30:52.88",I
SN1940A,1940/02/16,14.33,NGC 5907,"15:16:11,15:16:11.100,15:16:11.1,15:16:10.19","+56:14.3,+56:14:15.00,+56:14:15.0,+56:14:34.1",II
SN2002ec,2002/07/23,17.5,NGC 5910,"15:19:24.89,15:19:24.890","+20:53:14.0,+20:53:13.99",Ia
SNhunt175,2013/03/17,17.8,NGC 5910,"15:19:25.0,15:19:24.97,15:19:24.96","+20:54:02,+20:54:02.4,+20:54:02.52",Ia
SN1990Q,1990/06/26,18,NGC 5917,"15:21:33.23,15:21:33.19,15:21:33.250,15:21:33.25","-07:22:26.5,-07:22:26.71,-07:22:26.62,-07:22:26.6,-07:22:26.7",II
SN2001X,2001/02/27,13.95,NGC 5921,"15:21:55.45,15:21:55.450,15:21:55.46","+05:03:42.1,+05:03:42.08,+05:03:43.1",II P
SN2013dh,2013/06/12,16.53,NGC 5936,15:30:01.09,+12:59:12.9,Ia-91T
SN2004ax,2004/03/21,17.7,NGC 5939,15:24:46.76,+68:43:56.3,Ib/Ic (Ca rich?)?
SN2002D,2002/01/16,16.7,NGC 594,"01:32:57.80,01:32:57.799","-16:32:07.3,-16:32:07.30",II
SN2017ivu,2017/12/11,15.4,NGC 5962,"15:36:32.700,15:36:32.64,15:36:32.71","+16:36:19.40,+16:36:20.16,+16:36:20.1",II P
SN2016afa,2016/02/12,16.81,NGC 5962,"15:36:32.47,15:36:32.49","+16:36:36.6,+16:36:36.7,+16:36:36.8",II
SN2001cm,2001/06/03,15.85,NGC 5965,"15:34:06.70,15:34:06.701","+56:41:26.2,+56:41:26.20",II
SN2018cyg,2018/06/30,18.16,NGC 5965,"15:34:08.470,15:34:08.4","+56:41:49.03,+56:41:48.84",II
SN2009gd,2009/06/09,16.4,NGC 5967,15:48:22.79,-75:40:47.8,Ic
SN2012el,2012/08/18,16.4,NGC 5968,15:39:57.22,-30:33:19.2,Ia
SN2009fr,2009/06/01,16.1,NGC 597,01:32:15.05,-33:29:49.6,II
SN2019pqo,2019/09/07,16.5,NGC 5980,15:41:30.333,+15:47:03.30,IIb
SN2004ci,2004/06/16,16.3,NGC 5980,15:41:29.83,+15:47:13.1,II
SN2010gz,2010/08/16,16,NGC 599,01:32:51.07,-12:11:21.5,Ia
SN2007ch,2007/05/11,17,NGC 6000,15:49:47.82,-29:23:13.7,II
SN2010as,2010/03/19,15.2,NGC 6000,15:49:49.23,-29:23:09.7,Ib/c
SN2017grw,2017/09/11,16.5,NGC 6018,"15:57:29.739,15:57:29.76","+15:52:21.34,+15:52:21.36",Ia
SN1998fe,1998/07/19,18,NGC 6027D,"15:59:12.84,15:59:12.840","+20:45:39.0,+20:45:38.99",
SN1999cc,1999/05/08,16.2,NGC 6038,"16:02:42.03,16:02:42.031","+37:21:34.4,+37:21:34.42",Ia
SN1982aa,1982/01/01,,NGC 6052,"16:05:12.783,16:05:12.73,16:05:12.790,16:05:12.79","+20:32:38.24,+20:32:38.53,+20:32:38.29,+20:32:38.3,+20:32:38.5",
SN2016fmt,2016/08/28,17.6,NGC 606,"01:34:50.520,01:34:50.52",+21:24:58.30,II
SN1997dd,1997/08/20,16.4,NGC 6060,"16:05:46.33,16:05:46.320,16:05:46.32","+21:29:14.2,+21:29:14.32,+21:29:14.3",IIb
SN1999ac,1999/02/26,14.04,NGC 6063,"16:07:15.01,16:07:15.010","+07:58:20.4,+07:58:20.39",Ia Pec
SN2011dv,2011/06/28,18.5,NGC 6078,"16:12:04.62,16:12:04.61",+14:12:33.2,Ia
SN2003au,2003/02/17,19.2,NGC 6095,"16:11:11.56,16:11:11.568","+61:15:58.2,+61:15:58.29",Ia
SN2012fj,2012/09/19,16.5,NGC 6103,16:15:44.86,+31:57:47.7,II P
SN2002de,2002/06/01,16,NGC 6104,"16:16:30.38,16:16:30.379","+35:42:30.2,+35:42:30.20",Ia
SN2003ia,2003/09/15,17.3,NGC 6109,16:17:41.17,+35:00:07.2,Ia
SN2010an,2010/03/11,16.4,NGC 6109,16:17:40.46,+35:00:10.1,Ia
SN2004dk,2004/07/30,14.26,NGC 6118,16:21:48.93,-02:16:17.3,Ib
SN2003ge,2003/06/21,17.8,NGC 6122,"16:20:08.75,16:20:08.758","+37:47:53.7,+37:47:53.79",Ia
SN2016gkg,2016/09/20,13.69,NGC 613,"01:34:14.40,01:34:14.460,01:34:14.448,01:34:14.41","-29:26:24.2,-29:26:25.00,-29:26:24.36",IIb
SN2001ab,2001/03/11,17.4,NGC 6130,"16:19:34.83,16:19:34.831","+57:37:05.5,+57:37:05.48",II
SN2006R,2006/01/26,17.5,NGC 6142,16:23:20.82,+37:15:49.8,Ia
SN2003iy,2003/10/20,16.9,NGC 6143,16:21:43.22,+55:05:05.2,II
SN2009fl,2009/05/30,17.6,NGC 6146,16:25:10.10,+40:53:20.8,Ia
SN2009eu,2009/05/21,17.22,NGC 6166,16:28:41.13,+39:33:12.5,Ia
SN2007bj,2007/04/18,15.1,NGC 6172,"16:22:10.59,16:22:10.589","-01:30:51.4,-01:30:51.33",Ia
SN2009fv,2009/06/02,15.57,NGC 6173,"16:29:44.22,16:29:44.191,16:29:44.16","+40:48:41.8,+40:48:41.44,+40:48:41.4",Ia
SN2019aai,2019/01/20,17.84,NGC 6181,"16:32:20.734,16:32:20.64,16:32:20.74","+19:50:24.65,+19:50:24.36,+19:50:24.3",II
SN1926B,1926/06/17,14.8,NGC 6181,"16:32:20,16:32:21.100,16:32:21.07","+19:50.4,+19:50:24.00,+19:50:24.0,+19:50:21.2",
SN1951I,1951/04/01,15.7,NGC 6181,"16:32:20,16:32:20.800,16:32:20.8","+19:49.5,+19:49:30.00,+19:49:30.0",
SN2011gd,2011/08/28,17.5,NGC 6186,16:34:25.67,"+21:32:28.4,+21:32:28.3",Ib
SN2010gl,2010/07/18,15.1,NGC 6189,16:31:38.62,"+59:37:26.2,+59:37:27.2",Ia
SN1975K,1975/08/09,17.8,NGC 6195,"16:36:31,16:36:31.300,16:36:31.3,16:36:32.86","+39:02.1,+39:02:08.00,+39:02:08.0,+39:01:48.8",
SN2004A,2004/01/09,14.55,NGC 6207,16:43:01.90,+36:50:12.5,II
SN1998cx,1998/07/04,18.3,NGC 6209,"16:54:55.31,16:54:55.310","-72:35:24.0,-72:35:24.00",Ia
SN2009fz,2009/06/08,16.4,NGC 6209,16:54:48.37,-72:34:56.0,II
SN2013cw,2013/05/29,15.7,NGC 6211,16:41:27.17,+57:47:05.0,Ia
SN2018gj,2018/01/12,14.6,NGC 6217,"16:32:02.305,16:32:02.4,16:32:02.28","+78:12:40.94,+78:12:41.04,+78:12:40.9",IIb
SN1990W,1990/08/19,15,NGC 6221,"16:52:47.17,16:52:47.18,16:52:47.249,16:52:47.25","-59:12:55.0,-59:12:55.02,-59:12:55.12,-59:12:55.1",Ib/c
SN2019ui,2019/01/16,18.59,NGC 6228,"16:48:03.469,16:48:03.6,16:48:03.590,16:48:03.47","+26:12:42.37,+26:12:42.48,+26:12:45.00,+26:12:45,+26:12:42.6",II
SNhunt286,2015/04/14,17.5,NGC 6233,"16:50:16.5,16:50:16.47,16:50:16.56","+23:34:45,+23:34:44.9,+23:34:44.76",Candidate
SN2010gp,2010/07/14,16.1,NGC 6240,16:52:57.39,+02:23:16.4,Ia
SN2000bg,2000/04/01,17,NGC 6240,"16:52:58.18,16:52:58.13,16:52:58.130","+02:23:51.5,+02:23:50.5,+02:23:50.50",II
SN2013dc,2013/04/11,18.1,NGC 6240,16:52:58.97,"+02:24:25.2,+02:24:25.5",II P
SN2009kp,2009/11/03,15.1,NGC 6246,16:49:51.49,+55:32:35.8,Ia
SN2011aj,2011/02/18,16.2,NGC 6246A,"16:50:13.98,16:50:13.97",+55:22:28.0,Ia
SN2008dt,2008/06/30,17.2,NGC 6261,"16:56:30.56,16:56:30.592","+27:58:33.2,+27:58:33.83",Ia
SN2007hu,2007/09/09,17.3,NGC 6261,"16:56:29.96,16:56:29.887","+27:58:40.4,+27:58:39.75",Ia
SN2018cnw,2018/06/15,16.12,NGC 6279,"16:59:05.070,16:59:05.04,16:59:05.03","+47:14:11.12,+47:14:11.04,+47:14:11.2,+47:14:11.4",Ia
SN2013ej,2013/07/25,11.52,NGC 628,01:36:48.16,+15:45:31.0,II-P/L
SN2002ap,2002/01/29,12.04,NGC 628,"01:36:23.85,01:36:23.851,01:36:23.87","+15:45:13.2,+15:45:13.21,+15:45:13.0",Ic BL
SNhunt133,2012/06/08,16.8,NGC 6315,"17:12:46.10,17:12:46.08","+23:13:25.0,+23:13:26.4",
SN1998es,1998/11/13,13.45,NGC 632,"01:37:17.60,01:37:17.501","+05:52:50.6,+05:52:50.30",Ia Pec
